ID,g_id,author_year,link,Substance,type,vendor,media,media_viscosity,media_density,media_temperature,pp_density,agg_diameter,agg_effective_density,pp_diameter,ssa,plate,column_height,initial_concentration,exp_rep,simulation_time,organism,cell_type,release_tnfa,release_il1b,release_il8,release_il6,release_mip2,notes,ssa_m2/g
94,24,Wiemann 2016,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-016-0164-2#Sec2,CeO2,,NM-212,F-12K,0.00074,1,,7.2,136,1.852489042,15,27,96 well plates,3,0.09,,16,rat,NR8383 rat macrophages,76.9,,,,,,27
95,24,Wiemann 2016,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-016-0164-2#Sec2,CeO2,,NM-212,F-12K,0.00074,1,,7.2,136,1.852489042,15,27,96 well plates,3,0.18,,16,rat,NR8383 rat macrophages,88.5,,,,,,27
96,25,Wiemann 2016,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-016-0164-2#Sec2,Amorphous SiO2,,,F-12K,0.00074,1,,2.2,59,1.61355947,28,200,96 well plates,3,0,,16,rat,NR8383 rat macrophages,0,,,,,,200
97,25,Wiemann 2016,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-016-0164-2#Sec2,Amorphous SiO2,,,F-12K,0.00074,1,,2.2,59,1.61355947,28,200,96 well plates,3,0.0225,,16,rat,NR8383 rat macrophages,79.6,,,,,,200
98,25,Wiemann 2016,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-016-0164-2#Sec2,Amorphous SiO2,,,F-12K,0.00074,1,,2.2,59,1.61355947,28,200,96 well plates,3,0.045,,16,rat,NR8383 rat macrophages,93.4,,,,,,200
99,25,Wiemann 2016,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-016-0164-2#Sec2,Amorphous SiO2,,,F-12K,0.00074,1,,2.2,59,1.61355947,28,200,96 well plates,3,0.09,,16,rat,NR8383 rat macrophages,77.3,,,,,,200
100,25,Wiemann 2016,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-016-0164-2#Sec2,Amorphous SiO2,,,F-12K,0.00074,1,,2.2,59,1.61355947,28,200,96 well plates,3,0.18,,16,rat,NR8383 rat macrophages,65,,,,,,200
101,26,Wiemann 2016,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-016-0164-2#Sec2,Amorphous SiO2,,NM-200,F-12K,0.00074,1,,2.2,129,1.173034475,15,189,96 well plates,3,0,,16,rat,NR8383 rat macrophages,0,,,,,,189
102,26,Wiemann 2016,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-016-0164-2#Sec2,Amorphous SiO2,,NM-200,F-12K,0.00074,1,,2.2,129,1.173034475,15,189,96 well plates,3,0.0225,,16,rat,NR8383 rat macrophages,34.2,,,,,,189
103,26,Wiemann 2016,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-016-0164-2#Sec2,Amorphous SiO2,,NM-200,F-12K,0.00074,1,,2.2,129,1.173034475,15,189,96 well plates,3,0.045,,16,rat,NR8383 rat macrophages,46.2,,,,,,189
104,26,Wiemann 2016,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-016-0164-2#Sec2,Amorphous SiO2,,NM-200,F-12K,0.00074,1,,2.2,129,1.173034475,15,189,96 well plates,3,0.09,,16,rat,NR8383 rat macrophages,61.3,,,,,,189
105,26,Wiemann 2016,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-016-0164-2#Sec2,Amorphous SiO2,,NM-200,F-12K,0.00074,1,,2.2,129,1.173034475,15,189,96 well plates,3,0.18,,16,rat,NR8383 rat macrophages,72,,,,,,189
106,27,Wiemann 2016,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-016-0164-2#Sec2,Amorphous SiO2,,NM-203,F-12K,0.00074,1,,2.2,174,1.147941818,17,200,96 well plates,3,0,,16,rat,NR8383 rat macrophages,0,,,,,,200
107,27,Wiemann 2016,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-016-0164-2#Sec2,Amorphous SiO2,,NM-203,F-12K,0.00074,1,,2.2,174,1.147941818,17,200,96 well plates,3,0.0225,,16,rat,NR8383 rat macrophages,50.2,,,,,,200
108,27,Wiemann 2016,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-016-0164-2#Sec2,Amorphous SiO2,,NM-203,F-12K,0.00074,1,,2.2,174,1.147941818,17,200,96 well plates,3,0.045,,16,rat,NR8383 rat macrophages,49.8,,,,,,200
109,27,Wiemann 2016,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-016-0164-2#Sec2,Amorphous SiO2,,NM-203,F-12K,0.00074,1,,2.2,174,1.147941818,17,200,96 well plates,3,0.09,,16,rat,NR8383 rat macrophages,50,,,,,,200
110,27,Wiemann 2016,https://jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-016-0164-2#Sec2,Amorphous SiO2,,NM-203,F-12K,0.00074,1,,2.2,174,1.147941818,17,200,96 well plates,3,0.18,,16,rat,NR8383 rat macrophages,64.4,,,,,,200
116,29,Wiemann 2018,https://www.mdpi.com/2079-4991/8/3/160/htm#sec3dot1-nanomaterials-08-00160,Amorphous SiO2,,,F-12K,0.00074,1,,2.3,26,1.500363472,9,300,96 well plates,6,0,,16,rat,NR8383 rat macrophages,1,,,,,,300
117,29,Wiemann 2018,https://www.mdpi.com/2079-4991/8/3/160/htm#sec3dot1-nanomaterials-08-00160,Amorphous SiO2,,,F-12K,0.00074,1,,2.3,26,1.500363472,9,300,96 well plates,6,0.0056,,16,rat,NR8383 rat macrophages,0.9,,,,,,300
118,29,Wiemann 2018,https://www.mdpi.com/2079-4991/8/3/160/htm#sec3dot1-nanomaterials-08-00160,Amorphous SiO2,,,F-12K,0.00074,1,,2.3,26,1.500363472,9,300,96 well plates,6,0.0112,,16,rat,NR8383 rat macrophages,1.2,,,,,,300
119,29,Wiemann 2018,https://www.mdpi.com/2079-4991/8/3/160/htm#sec3dot1-nanomaterials-08-00160,Amorphous SiO2,,,F-12K,0.00074,1,,2.3,26,1.500363472,9,300,96 well plates,6,0.0225,,16,rat,NR8383 rat macrophages,1.8,,,,,,300
120,29,Wiemann 2018,https://www.mdpi.com/2079-4991/8/3/160/htm#sec3dot1-nanomaterials-08-00160,Amorphous SiO2,,,F-12K,0.00074,1,,2.3,26,1.500363472,9,300,96 well plates,6,0.045,,16,rat,NR8383 rat macrophages,2.3,,,,,,300
121,30,Wiemann 2018,https://www.mdpi.com/2079-4991/8/3/160/htm#sec3dot1-nanomaterials-08-00160,Amorphous SiO2,,,F-12K,0.00074,1,,2.3,48,1.456360841,15,200,96 well plates,6,0,,16,rat,NR8383 rat macrophages,1,,,,,,200
122,30,Wiemann 2018,https://www.mdpi.com/2079-4991/8/3/160/htm#sec3dot1-nanomaterials-08-00160,Amorphous SiO2,,,F-12K,0.00074,1,,2.3,48,1.456360841,15,200,96 well plates,6,0.0056,,16,rat,NR8383 rat macrophages,0.8,,,,,,200
123,30,Wiemann 2018,https://www.mdpi.com/2079-4991/8/3/160/htm#sec3dot1-nanomaterials-08-00160,Amorphous SiO2,,,F-12K,0.00074,1,,2.3,48,1.456360841,15,200,96 well plates,6,0.0112,,16,rat,NR8383 rat macrophages,0.7,,,,,,200
124,30,Wiemann 2018,https://www.mdpi.com/2079-4991/8/3/160/htm#sec3dot1-nanomaterials-08-00160,Amorphous SiO2,,,F-12K,0.00074,1,,2.3,48,1.456360841,15,200,96 well plates,6,0.0225,,16,rat,NR8383 rat macrophages,0.9,,,,,,200
125,30,Wiemann 2018,https://www.mdpi.com/2079-4991/8/3/160/htm#sec3dot1-nanomaterials-08-00160,Amorphous SiO2,,,F-12K,0.00074,1,,2.3,48,1.456360841,15,200,96 well plates,6,0.045,,16,rat,NR8383 rat macrophages,1.9,,,,,,200
126,31,Wiemann 2018,https://www.mdpi.com/2079-4991/8/3/160/htm#sec3dot1-nanomaterials-08-00160,Amorphous SiO2,,,F-12K,0.00074,1,,2.3,85,1.509184821,30,100,96 well plates,6,0,,16,rat,NR8383 rat macrophages,1,,,,,,100
127,31,Wiemann 2018,https://www.mdpi.com/2079-4991/8/3/160/htm#sec3dot1-nanomaterials-08-00160,Amorphous SiO2,,,F-12K,0.00074,1,,2.3,85,1.509184821,30,100,96 well plates,6,0.0056,,16,rat,NR8383 rat macrophages,0.9,,,,,,100
128,31,Wiemann 2018,https://www.mdpi.com/2079-4991/8/3/160/htm#sec3dot1-nanomaterials-08-00160,Amorphous SiO2,,,F-12K,0.00074,1,,2.3,85,1.509184821,30,100,96 well plates,6,0.0112,,16,rat,NR8383 rat macrophages,0.8,,,,,,100
129,31,Wiemann 2018,https://www.mdpi.com/2079-4991/8/3/160/htm#sec3dot1-nanomaterials-08-00160,Amorphous SiO2,,,F-12K,0.00074,1,,2.3,85,1.509184821,30,100,96 well plates,6,0.0225,,16,rat,NR8383 rat macrophages,0.9,,,,,,100
130,31,Wiemann 2018,https://www.mdpi.com/2079-4991/8/3/160/htm#sec3dot1-nanomaterials-08-00160,Amorphous SiO2,,,F-12K,0.00074,1,,2.3,85,1.509184821,30,100,96 well plates,6,0.045,,16,rat,NR8383 rat macrophages,1.3,,,,,,100
131,32,Wiemann 2018,https://www.mdpi.com/2079-4991/8/3/160/htm#sec3dot1-nanomaterials-08-00160,Amorphous SiO2,,,F-12K,0.00074,1,,2.3,117,1.659025922,55,50,96 well plates,6,0,,16,rat,NR8383 rat macrophages,1,,,,,,50
132,32,Wiemann 2018,https://www.mdpi.com/2079-4991/8/3/160/htm#sec3dot1-nanomaterials-08-00160,Amorphous SiO2,,,F-12K,0.00074,1,,2.3,117,1.659025922,55,50,96 well plates,6,0.0056,,16,rat,NR8383 rat macrophages,0.8,,,,,,50
133,32,Wiemann 2018,https://www.mdpi.com/2079-4991/8/3/160/htm#sec3dot1-nanomaterials-08-00160,Amorphous SiO2,,,F-12K,0.00074,1,,2.3,117,1.659025922,55,50,96 well plates,6,0.0112,,16,rat,NR8383 rat macrophages,0.8,,,,,,50
134,32,Wiemann 2018,https://www.mdpi.com/2079-4991/8/3/160/htm#sec3dot1-nanomaterials-08-00160,Amorphous SiO2,,,F-12K,0.00074,1,,2.3,117,1.659025922,55,50,96 well plates,6,0.0225,,16,rat,NR8383 rat macrophages,0.8,,,,,,50
135,32,Wiemann 2018,https://www.mdpi.com/2079-4991/8/3/160/htm#sec3dot1-nanomaterials-08-00160,Amorphous SiO2,,,F-12K,0.00074,1,,2.3,117,1.659025922,55,50,96 well plates,6,0.045,,16,rat,NR8383 rat macrophages,1,,,,,,50
136,33,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-200,RPMI+10%FBS,0.00089,1.0104,,2.2,137.3,1.162809734,14,189.16,24 well plate,2,0,,12,mouse,MH-S murine macrophages,,,,17.54385965,,,189.16
137,33,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-200,RPMI+10%FBS,0.00089,1.0104,,2.2,137.3,1.162809734,14,189.16,24 well plate,2,0.01,,12,mouse,MH-S murine macrophages,,,,859.6491228,,,189.16
138,33,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-200,RPMI+10%FBS,0.00089,1.0104,,2.2,137.3,1.162809734,14,189.16,24 well plate,2,0.02,,12,mouse,MH-S murine macrophages,,,,1070.175439,,,189.16
139,34,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-203,RPMI+10%FBS,0.00089,1.0104,,2.2,138.3,1.152047858,13,203.92,24 well plate,2,0,,12,mouse,MH-S murine macrophages,,,,17.54385965,,,203.92
140,34,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-203,RPMI+10%FBS,0.00089,1.0104,,2.2,138.3,1.152047858,13,203.92,24 well plate,2,0.01,,12,mouse,MH-S murine macrophages,,,,1280.701754,,,203.92
141,34,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-203,RPMI+10%FBS,0.00089,1.0104,,2.2,138.3,1.152047858,13,203.92,24 well plate,2,0.02,,12,mouse,MH-S murine macrophages,,,,1429.824561,,,203.92
142,35,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-200,RPMI+10%FBS,0.00089,1.0104,,2.2,137.3,1.162809734,14,189.16,24 well plate,2,0,,12,mouse,RAW264.7 murine macrophages,,,,17.54385965,,,189.16
143,35,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-200,RPMI+10%FBS,0.00089,1.0104,,2.2,137.3,1.162809734,14,189.16,24 well plate,2,0.01,,12,mouse,RAW264.7 murine macrophages,,,,228.0701754,,,189.16
144,35,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-200,RPMI+10%FBS,0.00089,1.0104,,2.2,137.3,1.162809734,14,189.16,24 well plate,2,0.02,,12,mouse,RAW264.7 murine macrophages,,,,350.877193,,,189.16
145,36,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-203,RPMI+10%FBS,0.00089,1.0104,,2.2,138.3,1.152047858,13,203.92,24 well plate,2,0,,12,mouse,RAW264.7 murine macrophages,,,,17.54385965,,,203.92
146,36,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-203,RPMI+10%FBS,0.00089,1.0104,,2.2,138.3,1.152047858,13,203.92,24 well plate,2,0.01,,12,mouse,RAW264.7 murine macrophages,,,,254.3859649,,,203.92
147,36,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-203,RPMI+10%FBS,0.00089,1.0104,,2.2,138.3,1.152047858,13,203.92,24 well plate,2,0.02,,12,mouse,RAW264.7 murine macrophages,,,,552.6315789,,,203.92
148,37,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-200,RPMI+10%FBS,0.00089,1.0104,,2.2,137.3,1.162809734,14,189.16,24 well plate,2,0,,48,mouse,MH-S murine macrophages,,0.547945205,,,,,189.16
149,37,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-200,RPMI+10%FBS,0.00089,1.0104,,2.2,137.3,1.162809734,14,189.16,24 well plate,2,0.01,,48,mouse,MH-S murine macrophages,,9.315068493,,,,,189.16
150,37,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-200,RPMI+10%FBS,0.00089,1.0104,,2.2,137.3,1.162809734,14,189.16,24 well plate,2,0.02,,48,mouse,MH-S murine macrophages,,16.71232877,,,,,189.16
151,38,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-203,RPMI+10%FBS,0.00089,1.0104,,2.2,138.3,1.152047858,13,203.92,24 well plate,2,0,,48,mouse,MH-S murine macrophages,,0.547945205,,,,,203.92
152,38,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-203,RPMI+10%FBS,0.00089,1.0104,,2.2,138.3,1.152047858,13,203.92,24 well plate,2,0.01,,48,mouse,MH-S murine macrophages,,31.78082192,,,,,203.92
153,38,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-203,RPMI+10%FBS,0.00089,1.0104,,2.2,138.3,1.152047858,13,203.92,24 well plate,2,0.02,,48,mouse,MH-S murine macrophages,,43.83561644,,,,,203.92
154,39,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-200,RPMI+10%FBS,0.00089,1.0104,,2.2,137.3,1.162809734,14,189.16,24 well plate,2,0,,48,mouse,RAW264.7 murine macrophages,,0.547945205,,,,,189.16
155,39,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-200,RPMI+10%FBS,0.00089,1.0104,,2.2,137.3,1.162809734,14,189.16,24 well plate,2,0.01,,48,mouse,RAW264.7 murine macrophages,,6.575342466,,,,,189.16
156,39,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-200,RPMI+10%FBS,0.00089,1.0104,,2.2,137.3,1.162809734,14,189.16,24 well plate,2,0.02,,48,mouse,RAW264.7 murine macrophages,,15.61643836,,,,,189.16
157,40,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-203,RPMI+10%FBS,0.00089,1.0104,,2.2,138.3,1.152047858,13,203.92,24 well plate,2,0,,48,mouse,RAW264.7 murine macrophages,,0.547945205,,,,,203.92
158,40,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-203,RPMI+10%FBS,0.00089,1.0104,,2.2,138.3,1.152047858,13,203.92,24 well plate,2,0.01,,48,mouse,RAW264.7 murine macrophages,,28.21917808,,,,,203.92
159,40,Di Cristo 2016,https://academic.oup.com/toxsci/article/150/1/40/2461474,Amorphous SiO2,,NM-203,RPMI+10%FBS,0.00089,1.0104,,2.2,138.3,1.152047858,13,203.92,24 well plate,2,0.02,,48,mouse,RAW264.7 murine macrophages,,29.04109589,,,,,203.92
175,44,Leibe 2019,https://link.springer.com/article/10.1007%2Fs00204-019-02422-9,Amorphous SiO2,,Evonik,DMEM,0.00069,1,37,2.2,232,1.083465151,12,200,96 well plates,3,0,,24,mouse,RAW264.7,1,,,,,,200
176,44,Leibe 2019,https://link.springer.com/article/10.1007%2Fs00204-019-02422-9,Amorphous SiO2,,Evonik,DMEM,0.00069,1,37,2.2,232,1.083465151,12,200,96 well plates,3,0.01,,24,mouse,RAW264.7,1.090909091,,,,,,200
177,44,Leibe 2019,https://link.springer.com/article/10.1007%2Fs00204-019-02422-9,Amorphous SiO2,,Evonik,DMEM,0.00069,1,37,2.2,232,1.083465151,12,200,96 well plates,3,0.025,,24,mouse,RAW264.7,2.000133504,,,,,,200
178,44,Leibe 2019,https://link.springer.com/article/10.1007%2Fs00204-019-02422-9,Amorphous SiO2,,Evonik,DMEM,0.00069,1,37,2.2,232,1.083465151,12,200,96 well plates,3,0.05,,24,mouse,RAW264.7,5.051948052,,,,,,200
179,44,Leibe 2019,https://link.springer.com/article/10.1007%2Fs00204-019-02422-9,Amorphous SiO2,,Evonik,DMEM,0.00069,1,37,2.2,232,1.083465151,12,200,96 well plates,3,0.1,,24,mouse,RAW264.7,1.682539683,,,,,,200
180,45,Leibe 2019,https://link.springer.com/article/10.1007%2Fs00204-019-02422-9,Amorphous SiO2,,Evonik,DMEM+10%FBS,0.00074,0.999,37,2.2,2245,1.009832069,12,200,96 well plates,3,0,,24,mouse,RAW264.7,1,,,,,,200
181,45,Leibe 2019,https://link.springer.com/article/10.1007%2Fs00204-019-02422-9,Amorphous SiO2,,Evonik,DMEM+10%FBS,0.00074,0.999,37,2.2,2245,1.009832069,12,200,96 well plates,3,0.01,,24,mouse,RAW264.7,1.011591396,,,,,,200
182,45,Leibe 2019,https://link.springer.com/article/10.1007%2Fs00204-019-02422-9,Amorphous SiO2,,Evonik,DMEM+10%FBS,0.00074,0.999,37,2.2,2245,1.009832069,12,200,96 well plates,3,0.025,,24,mouse,RAW264.7,1.388473406,,,,,,200
183,45,Leibe 2019,https://link.springer.com/article/10.1007%2Fs00204-019-02422-9,Amorphous SiO2,,Evonik,DMEM+10%FBS,0.00074,0.999,37,2.2,2245,1.009832069,12,200,96 well plates,3,0.05,,24,mouse,RAW264.7,2.027580275,,,,,,200
184,45,Leibe 2019,https://link.springer.com/article/10.1007%2Fs00204-019-02422-9,Amorphous SiO2,,Evonik,DMEM+10%FBS,0.00074,0.999,37,2.2,2245,1.009832069,12,200,96 well plates,3,0.1,,24,mouse,RAW264.7,2.300197103,,,,,,200
200,49,Leibe 2019,https://link.springer.com/article/10.1007%2Fs00204-019-02422-9,Amorphous SiO2,,Rostock,DMEM,0.00069,1,37,2.2,55,2.2,55,55,96 well plates,3,0,,24,mouse,RAW264.7,1,,,,,,55
201,49,Leibe 2019,https://link.springer.com/article/10.1007%2Fs00204-019-02422-9,Amorphous SiO2,,Rostock,DMEM,0.00069,1,37,2.2,55,2.2,55,55,96 well plates,3,0.05,,24,mouse,RAW264.7,5.532467532,,,,,,55
202,49,Leibe 2019,https://link.springer.com/article/10.1007%2Fs00204-019-02422-9,Amorphous SiO2,,Rostock,DMEM+10%FBS,0.00074,0.999,37,2.2,103,1.681835239,55,55,96 well plates,3,0.05,,24,mouse,RAW264.7,1.828697602,,,,,,55
227,58,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,Amorphous SiO2,,Evonik,DMEM,0.00069,1,37,2.2,243.3,1.079968043,12,200,96 well plates,3,0,,24,mouse,RAW264.7,1,,,,,,200
228,58,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,Amorphous SiO2,,Evonik,DMEM,0.00069,1,37,2.2,243.3,1.079968043,12,200,96 well plates,3,0.05,,24,mouse,RAW264.7,1.316523909,,,,,,200
229,58,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,Amorphous SiO2,,Evonik,DMEM,0.00069,1,37,2.2,243.3,1.079968043,12,200,96 well plates,3,0.2,,24,mouse,RAW264.7,0.769947634,,,,,,200
230,59,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,Amorphous SiO2,,Evonik,DMEM+10%FBS,0.00074,0.999,37,2.2,610.1,1.033990102,12,200,96 well plates,3,0,,24,mouse,RAW264.7,1,,,,,,200
231,59,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,Amorphous SiO2,,Evonik,DMEM+10%FBS,0.00074,0.999,37,2.2,610.1,1.033990102,12,200,96 well plates,3,0.05,,24,mouse,RAW264.7,4.569788782,,,,,,200
232,59,Panas 2012,https://www.tandfonline.com/doi/full/10.3109/17435390.2011.652206?instName=ETH+Zurich,Amorphous SiO2,,Evonik,DMEM+10%FBS,0.00074,0.999,37,2.2,610.1,1.033990102,12,200,96 well plates,3,0.2,,24,mouse,RAW264.7,20.41021591,,,,,,200
